clab19,leave,outright,mortgage,one,married,cnone,cone,ctwo,qnone,qfour,healthvg,healthg,depnone,depone,region
54.89244367,61.1892869,37.77052915,37.05084395,28.41979911,38.28828829,13.98467433,41.61230196,32.04152428,20.90253468,28.73292449,50.42008671,33.53378444,48.02733768,32.89841566,East of England
2.739369258,50.27662392,34.51510429,37.72776313,28.45240949,35.32725965,20.15104292,43.86538,27.97890194,23.99518726,26.61782848,47.16988219,30.60483518,42.00431551,31.08367298,Wales
42.3905502,62.06398322,38.24572087,29.89843189,29.67441658,34.16342243,17.51234259,43.32847604,28.63481154,25.39344188,21.67105084,43.31798967,35.91639267,40.18791187,34.70932382,South West
50.55296991,66.22691693,35.7824531,37.01062791,26.9168203,37.96768246,17.85055851,42.70686477,29.72833749,26.06538073,20.63614444,43.99695523,35.615759,43.08914434,33.19054333,Yorkshire and The Humber
-16.60931737,43.5923134,26.75189394,27.4122807,35.01794258,24.03807815,35.63845694,42.11772329,17.43919458,22.48063027,27.02632197,45.11778261,33.93471447,37.01654705,33.89403907,South East
-5.232939067,25.9335501,22.23240633,31.28632746,35.51149066,22.37548064,40.241885,41.54743808,15.03398015,12.2319138,40.39336412,51.40984429,33.91252305,45.71671287,32.44657069,South East
-20.69639913,46.79527183,27.52056862,35.00803272,33.06314201,29.16362397,24.16143323,46.92322672,22.88593545,23.80927681,23.07921729,44.83474541,35.61676873,40.81349496,32.33289519,South West
-10.18520175,38.85281199,30.24844272,30.44806272,30.78717622,31.06856827,23.39642608,45.02513288,25.33971476,21.41822907,32.37052163,47.73581724,33.40475553,43.62298276,31.67223839,South West
-17.86180158,47.95283789,25.46636152,31.20735815,31.48587961,26.94965023,29.71111495,45.49183867,19.75343294,27.85123776,24.26070444,45.06869091,34.25417967,38.0883496,31.82701442,South West
-50.58521343,20.71150843,17.20290125,22.84545285,38.38571694,18.68328064,36.07773852,43.54658732,16.31206993,10.20832345,47.1817017,55.94264267,31.16799795,46.30277106,32.79523898,South West
38.36811345,54.10084801,41.5702847,34.386121,26.09974298,39.45729537,10.32522736,42.78123764,35.05585212,23.00005079,24.01208858,44.6884061,36.56973568,47.37050217,33.7485172,East of England
23.90159329,49.82886934,30.59119021,37.02433359,31.16374537,33.44046237,23.77994436,46.25543522,22.96432333,18.96092865,33.12287656,49.90917604,33.48414248,47.32762579,31.53914711,London
42.57443986,55.36512794,40.62157221,38.86654479,26.22355706,40.16714547,12.46017237,37.30739096,37.0044398,21.28600516,30.54327104,49.05325886,33.43336502,50.26638809,30.90624184,West Midlands
42.40782769,65.53477318,33.53374758,40.12226108,26.53769716,36.73115142,17.02850243,41.69957988,30.20301376,25.08750869,19.93555317,47.9441239,35.23635996,41.34990315,34.47208875,East of England
9.645028224,52.5137019,36.98630137,36.47784771,27.81438973,36.87276317,20.99716155,44.78588177,27.56509935,21.78470363,30.28311105,46.46049847,34.88538607,47.1726521,31.19832161,East Midlands
3.468089473,66.61279897,31.46471372,33.53661784,33.30492676,30.64713715,32.28229028,43.21970706,19.79494008,29.33848244,18.72559537,42.92721028,33.63925614,36.23968043,31.31291611,North West
29.7427059,64.79315748,33.70654924,34.42565352,29.69408789,35.47503045,22.70448796,42.89093975,26.66775977,25.40448584,22.04070799,45.46923519,35.87427359,42.64030732,32.30816078,West Midlands
0.224162593,53.66703124,32.80456336,37.90031237,30.37620535,34.65435285,23.46597854,42.95531713,27.562135,22.521842,26.08354831,46.96163636,33.70290536,44.25098465,31.3595002,North West
0.799618093,54.51175263,30.90222287,37.78149063,31.67223594,33.83698968,24.32079035,44.93922224,25.18039615,22.59810729,25.3150234,47.18730198,32.95006235,43.24180348,31.79088576,North West
40.33119744,53.99247144,35.78819995,33.53709422,27.5014604,37.78686473,15.39055328,42.69172995,31.63648502,21.34065721,26.41864365,48.22656978,35.21701649,48.38521238,32.42510223,East of England
-17.03267941,55.1359713,31.4376339,38.87482263,26.32647951,35.76973373,23.93923374,43.13736401,25.6030717,29.31173506,20.56587473,45.77374109,29.95976086,37.02456804,30.04924738,Wales
10.2997743,51.339391,38.34422658,26.65809493,32.89046037,34.31193971,21.87935283,46.1087896,24.06871674,29.81426984,21.11438093,51.29280561,30.44882611,37.60134291,36.07271688,Scotland
9.990829339,53.16421306,32.98561858,36.82866683,32.06686598,34.02003361,23.11066495,42.80601445,27.27014818,20.68735482,29.94222408,47.85501306,33.56125135,46.16895446,30.95388779,Yorkshire and The Humber
-59.79607732,31.48177032,8.465629465,18.59620575,32.44364185,19.25305604,59.07286871,34.47174155,5.584219717,18.29349943,37.60448791,51.82230527,31.68191909,32.48531513,34.98571202,London
17.2732146,58.41285279,39.47535552,30.68341847,29.64793594,34.06599475,17.1227392,44.66933591,28.35013116,24.17215722,22.22679768,44.69076268,33.06451613,37.72193842,34.23443325,South West
-32.44802621,26.2252731,24.08177408,22.4000924,34.12797413,27.37121737,34.26426426,46.7013167,15.66412566,12.03621841,46.81056472,54.56771832,31.9975597,48.67405867,32.22684223,East of England
56.62903104,69.3543227,34.96996934,34.8544668,27.91171406,35.31647696,17.29178042,43.62845983,28.89663573,30.20875085,15.88543077,40.33156546,37.68954225,37.58662691,34.35255576,East of England
40.26312119,56.93409702,28.58008049,38.93447427,25.46985504,39.32911343,15.18774665,41.24369945,33.12038448,19.97115789,25.52126104,48.51712364,35.38273323,48.77505568,31.18626187,East of England
34.68152819,38.4889637,35.0614875,35.7194718,24.87861324,43.12292962,11.35590144,39.68325997,36.86527204,14.51061849,41.76002543,53.09861849,33.24013952,56.16009439,29.52761265,East of England
33.69573658,45.30481876,33.03712228,34.91667732,25.69790734,41.50577505,12.94591484,41.47167881,34.37966159,18.36816329,34.33949209,50.52753552,34.59517856,52.50820441,30.97003793,East of England
42.92315333,68.86035313,30.46429274,38.65335432,26.9034035,37.31064332,20.19722605,40.9551446,29.80769231,28.19036532,17.21690055,43.74422852,35.02185467,39.79687193,31.34467834,West Midlands
-3.054247833,45.32740482,34.55537497,28.41420943,29.50545623,30.53169259,24.00975157,43.77524959,24.74808451,17.89125922,29.7010335,48.50292826,34.26976574,46.17367077,32.86278152,South East
-41.07646693,32.01457845,23.41271027,26.17944964,33.71478084,23.74734829,34.39600825,39.72930174,19.84522991,13.75691261,33.45899723,52.82359218,31.75817565,43.52684574,33.28453195,Wales
-13.25712984,39.14785439,36.01282587,38.87076537,29.33500627,36.26097867,18.5417538,43.41558623,29.99860588,16.84656847,37.35537419,52.59550128,30.35272488,49.69468841,30.23839398,Wales
-25.18238795,42.81719786,23.95237689,32.21174362,35.18178715,26.64931296,29.87966203,45.45745498,20.02432363,25.60618948,29.38955758,48.08710623,31.05672142,38.78979261,31.74234019,Wales
-23.79106482,43.8226362,27.36327371,34.03165616,33.32389654,29.37073736,29.59722043,42.78728606,22.17732596,25.23571901,31.56291354,48.47133268,30.83810298,41.58795522,29.97040278,Wales
19.40382059,60.6437746,32.69393512,33.99666624,35.07629183,31.27324016,27.59328119,46.22900372,21.0719323,25.6351819,20.91387412,44.82722525,34.9852871,41.51814335,32.77856135,North West
13.43349105,53.20823588,45.21858819,29.62902274,29.50448974,35.57711215,13.94114177,43.18345677,30.74981975,26.2088118,25.89361775,44.53311939,30.78709568,38.49052894,33.14216425,Wales
18.39055896,55.16311742,41.72597063,27.11467435,30.87709816,32.77782782,18.25361079,43.7287932,27.34288202,25.00704247,24.97730758,44.90160077,32.25710517,39.24271087,33.9128607,Wales
30.02362622,56.26121404,25.65678132,39.1959799,29.11969172,34.94154711,23.91230765,45.82497982,23.38375817,20.13104383,27.24940857,47.89240679,35.81544659,43.26555055,33.65532325,London
60.15312691,72.69939242,43.05982437,39.54445664,26.13611416,38.30406147,16.77552141,41.27332602,30.40340285,29.92124908,14.61950726,43.49456318,36.11594005,38.55653128,35.18386389,East of England
6.388230894,45.37013739,43.79000063,23.76908941,33.1284456,30.35929282,18.38603384,43.17533743,27.49192066,19.82316206,27.92308168,47.14838914,32.09741577,40.85926114,34.79183829,Wales
40.45335501,57.8746718,41.40881148,40.20747951,26.05788934,39.30584016,13.47336066,41.7494877,34.05737705,22.5357005,26.28328831,47.13661502,36.22978849,49.48514344,32.13883197,East Midlands
42.77803415,63.90539181,25.90370673,40.43959971,26.7052997,35.37475748,20.17257225,41.88961503,28.73991627,24.16280402,18.0875996,46.07477308,36.20234167,41.68028183,33.60053099,South East
33.70659893,42.65303264,42.66737655,41.05417277,27.99414348,39.80034607,13.48595767,41.40023958,35.55703447,15.92298371,36.65544634,50.73992288,32.60384738,52.20551045,31.20990284,North West
37.88207696,50.68320063,31.13640993,38.74114478,28.97720843,36.24923613,18.79229568,44.89735871,28.44532965,18.20033956,29.62355834,50.3898543,34.63158294,50.32931218,31.02777086,East of England
26.63975567,29.09905564,22.71976472,17.58520667,41.24365482,22.89702683,49.70187737,38.87881718,9.408992023,10.33864296,53.694134,59.76139342,27.58356434,48.5698171,31.95149464,London
43.06989909,42.89897606,30.94912977,32.04369595,35.40542298,29.0114225,22.61091965,46.04113835,25.09482628,16.34751569,36.72289712,50.23505965,34.13275864,50.26984849,31.32193251,South West
42.53210021,44.98498396,41.11676501,35.80089861,24.84436746,43.43907324,10.87533156,36.15276349,38.50484491,14.74504269,40.96011075,53.81119447,32.78242565,56.80181887,29.47003735,South East
-11.29765396,42.27570868,31.89766602,31.7049972,33.60973587,31.12699071,24.5591786,43.32365924,25.84688925,18.99713798,33.78851855,49.5661057,32.78563364,48.08672536,30.43191962,North West
-3.211171602,59.2932532,32.41269766,30.79348522,33.15947939,32.18984851,27.20419146,43.66657974,23.27351177,27.09698346,21.65423289,41.71992965,34.39537577,40.01801759,31.73229653,East Midlands
42.99756707,50.73277069,40.66253221,26.77206621,32.26623575,33.56116522,16.24885356,42.44224134,30.27252478,19.54254576,32.39156068,47.37099278,35.05087474,48.34694501,33.51749137,South East
2.605069771,49.88047103,32.26754039,36.5551915,30.0926449,33.9227206,24.36730313,45.30843972,22.97480511,21.63312475,29.37876994,47.84285698,34.37928961,41.76646707,33.37475991,London
43.07430953,51.58581819,34.0378666,37.70572949,27.52382131,38.34921421,15.37928474,42.99467888,32.13216186,18.23470852,29.89514784,49.0377429,34.37655705,49.80819206,31.66934785,South West
2.105299727,41.07457795,31.9921558,34.64971599,28.30673519,36.31548102,23.05247498,45.6856911,24.01722117,15.99781448,39.26918745,50.57915748,33.30892269,46.91416464,32.01244252,London
0,56.745851,34.39341272,39.85651949,28.59502502,37.29014126,17.89808446,41.52306289,32.09082168,21.39116458,27.77403298,47.87321451,33.2332617,47.3756872,30.39222937,North West
52.59956497,59.9639612,50.12087241,28.92171187,30.25263661,32.65414553,15.28571049,44.35884494,29.85681269,24.42225353,24.88528751,41.3297287,36.45389732,40.99566985,36.42377069,South West
12.69807832,28.05367285,19.62697628,11.91593732,50.01411632,19.2687747,64.44275833,28.24145963,5.642998306,9.95816157,54.53044566,55.98909091,30.37636364,42.73186053,35.91897233,London
56.7783754,73.0439705,47.31051655,26.14020378,35.05348477,27.66725106,26.22405163,46.46949717,20.53002007,38.76914115,13.43209055,35.22182781,35.72792558,27.46398354,36.01392383,East of England
46.22024644,69.50382101,35.77103781,37.31581925,28.949893,35.11179987,22.19516395,44.22797825,26.52448774,26.97140184,18.97015449,44.5311081,35.00689154,42.14203134,32.92499939,Yorkshire and The Humber
