clab19,leave,outright,mortgage,one,married,cnone,cone,ctwo,qnone,qfour,healthvg,healthg,depnone,depone,region
3.412659065,59.8838563,31.40197942,33.10939241,29.7207839,35.13141509,20.2792161,41.71855542,28.64259029,26.57964893,22.30550843,46.91116726,32.44914769,40.85010159,31.99187258,Wales
16.78232968,53.01311812,39.30522787,30.83322985,32.11846517,32.45684838,18.97429529,43.05227865,27.80640755,25.54362022,25.93541857,45.89150433,31.57332251,39.8329815,33.26089656,Wales
-22.69343232,38.77654749,20.91988495,40.96462548,31.44374247,34.03967649,32.24513877,41.13424617,21.71882298,33.90409174,17.04326297,50.90947302,27.98297693,35.27127019,30.88079845,Scotland
17.6549941,51.51448181,25.86559388,32.8804766,30.84262129,31.99015147,25.17971378,46.25733694,23.21440348,19.21425236,26.94528927,49.40336986,34.48853697,45.96935523,32.18580316,East of England
8.38041122,50.05534919,35.65350395,37.51481075,29.63872552,36.21361942,22.54249338,43.50804627,27.0751201,21.00945511,29.79895095,46.98674921,34.81195227,46.70716732,31.11656865,Yorkshire and The Humber
32.43059074,52.61269112,40.29628883,38.03633065,28.25829533,39.89317478,13.35819203,40.03678416,35.43372553,20.08513322,31.01319039,47.96759461,34.09525881,50.47743821,30.12773677,North West
13.73844743,59.19658372,38.44966999,32.53807252,30.41229749,36.68104803,22.38921112,43.36123889,26.37503929,25.63608041,23.14071656,44.87272997,34.12246109,42.60978885,31.38946827,North West
16.97891691,60.14688934,27.5842173,38.71554747,25.77781723,36.44312281,19.78163419,41.90448715,29.29519329,24.70030254,20.65580856,46.97317868,35.20922079,43.40464249,32.98788336,East Midlands
50.61147877,60.19250026,41.84090363,26.60685199,29.50412561,34.47889129,14.86020989,43.80891346,29.87529707,24.17223092,22.95633776,44.33087412,34.14038053,39.90760768,35.2452669,South West
39.08489423,55.09870579,40.30773989,30.84615583,29.09611072,37.06796567,15.45142916,45.32848785,29.24302173,21.24272533,26.3278407,44.6603705,34.64061932,41.97273126,34.07046573,South West
46.3809337,47.9241838,38.46006098,28.51072003,29.93445536,38.00869127,12.6215457,39.66291326,34.54418861,18.36222685,34.37993929,48.82517424,34.90568006,51.19925092,32.36656983,South West
-17.30717307,57.77456818,26.3242521,30.2556786,29.90918767,29.51513916,35.03408293,42.49156419,17.72312431,28.34422939,19.30421719,44.87336102,34.66623232,33.57338587,33.41712526,West Midlands
-0.435656836,58.37436004,31.96464481,34.45961745,31.29822756,29.64738344,28.20231025,43.85726979,22.30510218,23.53157527,22.93206812,45.65786343,34.89570941,41.12145162,32.5702661,West Midlands
-0.890240654,50.37949289,29.63834025,29.13196861,32.53257818,28.75998944,33.19014135,39.75137392,21.24601022,19.98626059,26.80787726,47.64484689,34.38722449,40.72811923,32.93335573,West Midlands
16.75384276,58.4136714,22.18737566,36.85725654,28.38720247,34.10489854,22.44014323,44.80539237,25.50377981,20.10076997,21.54253746,47.61015788,35.91001623,42.05771526,34.59639104,South East
15.74622446,60.28912321,33.87516542,37.07322453,29.52801059,34.56991619,21.30348478,43.86193207,27.14600794,22.72695924,24.15342881,47.29703275,34.00266614,44.28319365,32.35553595,North West
-11.00749376,50.31024069,22.90498027,32.38135864,30.69211901,28.83651488,35.64039672,43.73893569,16.08190253,19.77905366,29.62669228,47.21677346,35.64186391,39.48171057,34.70406313,London
-44.36871729,41.16806604,18.39394734,32.20719877,31.16970673,25.08146373,41.8105547,43.00161055,12.23266789,17.83174161,30.53798531,47.38319955,35.62670901,35.1286565,36.24105772,London
20.78742545,45.80567492,32.01869117,40.17260268,26.84955396,37.04026651,21.21090169,44.07628502,26.30178639,15.23426716,35.3162027,49.68702554,34.87822852,49.47794397,32.96890022,London
-8.322024253,36.98912494,25.26225187,42.67039647,30.72516004,35.83570929,29.60890849,41.81774168,22.79035989,27.23369774,19.83139758,51.56070427,29.46719993,38.61423422,32.39281295,Scotland
-29.17713983,56.73223173,36.7562283,32.22196002,30.79931227,32.85911742,29.68344402,42.52098574,21.27566328,33.77279758,17.3531422,44.06978768,29.01003597,31.23756869,30.96787243,Wales
-0.669943981,70.34795688,27.27295415,33.65943747,28.49085328,30.65462078,31.88499838,44.13137338,18.38328883,29.64121132,17.59760976,45.412871,34.98383779,31.86004143,35.88559734,London
7.572761966,58.09965023,28.27687776,34.59008346,33.42906235,30.81492391,30.55473736,45.20373098,19.91408935,26.04615844,21.96864915,43.80257501,35.38619732,41.5341188,32.16740304,North East
35.46637543,63.9834539,28.74123241,39.10935367,28.87304053,34.75497811,18.65791084,44.9983524,27.59967989,21.12641805,22.32408837,48.44573643,34.90406977,44.07569552,34.01591112,South East
45.43316551,58.58949343,34.60464145,38.28020988,24.97454773,41.35536586,11.82290443,37.20990942,36.81572559,19.18686371,28.5635468,48.20138519,35.53010123,50.70352677,31.62868405,East Midlands
2.25436539,54.40888662,37.02795655,36.07791058,27.57516941,37.19821568,16.87949058,40.71236422,31.29022372,24.53256303,23.80777311,48.2878816,32.05811346,42.06422175,32.45820138,Wales
-16.00238416,60.98402815,29.8335265,37.60141186,33.04973132,29.38573385,27.96333368,46.0199136,21.49668107,27.69765072,17.28878747,44.09777239,34.18771554,38.14139711,32.49394163,North West
5.402301295,54.25037957,28.98381166,31.41206246,31.27119049,30.16331598,28.49434124,43.27634783,22.90482785,21.48895622,26.86547107,45.73228472,34.96506285,43.41244449,31.87765627,East Midlands
-14.17502708,61.35345111,25.350851,29.02358913,31.84647541,29.68279854,34.52925098,42.66256288,18.51758275,28.67072938,19.26180727,43.49873135,35.02670123,34.11351264,33.15111285,East Midlands
34.75087972,51.23541177,44.48136929,28.42396259,28.60335853,39.12301856,14.30462018,39.78178396,33.82054525,21.39389789,33.84463212,47.16103365,34.63068651,48.81922183,31.73837603,East Midlands
31.17148878,52.47070747,41.49116235,39.19642609,27.35370016,38.96057049,15.20574933,43.3447099,32.83664919,19.72150399,31.2672435,47.13871527,34.77387771,50.72837759,30.64457948,East Midlands
26.1616921,62.05167227,37.90558981,33.09410694,28.34074598,37.51642576,19.05387648,41.98170424,29.62953604,26.41464637,22.19906614,43.19121333,34.23853292,42.30769231,31.9923178,East Midlands
36.2207527,60.35100097,33.94798933,41.4931268,25.79759951,40.14669676,13.46173574,40.93147312,35.23030365,22.00895798,25.95310236,47.64245172,34.40403336,48.87412803,30.21389003,East Midlands
47.71362405,53.53419453,30.52231117,29.17756466,25.65586114,42.7967557,13.24667776,41.34633167,33.74811762,17.06870033,28.51961036,52.33850023,33.25947149,51.27209321,32.1180418,South West
30.51556688,50.88695191,42.1765838,31.20402837,27.55266141,37.8766708,11.20455564,42.25303841,33.5609396,20.54779617,30.89445268,46.98963183,34.77273238,46.51340592,33.21821202,South West
46.36430322,50.4076662,45.33595983,29.24784395,31.00151344,33.40139813,16.73913566,45.62663656,29.01482211,19.42004405,31.08244943,45.43722594,35.3910341,46.32570207,34.61455305,South West
47.46586064,57.03847943,39.09402265,29.36176596,29.61425964,34.27164321,19.02202445,44.42888928,26.99432514,24.05464085,22.91607434,46.37812677,33.84756638,41.86145346,34.54913627,South West
40.15590159,55.07620277,40.52804216,38.14324891,25.49873636,41.43679088,12.51277088,43.75168038,33.37366242,17.92999521,28.13480375,48.52124965,33.86659161,49.20148411,32.62085283,South West
42.88297338,57.1897604,43.45937478,28.97291652,29.58294761,36.31702628,15.14158893,43.63739942,29.84167675,23.22856474,25.3034018,44.38739286,34.75402076,42.33663272,34.77651974,South West
2.768270407,57.14654852,33.43015825,35.35658681,27.71129133,38.06613529,23.40994121,42.42093277,27.01879953,27.16117979,22.56910682,45.72604532,35.02662136,40.70596984,31.94060372,Yorkshire and The Humber
7.989083786,68.48643718,34.33221708,35.7234315,26.83197085,36.28976657,23.59893627,43.36895499,25.90121146,30.22840341,18.15441113,43.39582424,33.81918576,38.89737024,31.98069536,Yorkshire and The Humber
-5.478463721,66.70483969,28.83115716,33.25842192,30.7840978,31.52572084,30.87848619,43.69957525,20.77218689,27.94668299,18.50669995,43.92186756,34.82610767,37.31487516,33.14380745,Yorkshire and The Humber
-5.823381984,71.65068615,30.16337184,34.3177534,27.81429745,33.51056117,28.46440137,43.32978878,22.17120209,32.77903754,14.3159486,43.35142675,33.47181369,34.19691624,32.35777466,Yorkshire and The Humber
53.43552013,57.08316477,41.85189553,35.96486056,26.18949354,39.42279347,12.01874889,40.88791934,34.08702317,18.88717202,27.0556114,48.09451314,35.07482084,48.58204115,33.3706739,South West
51.6299214,56.60860284,39.74162029,32.19924954,26.36681861,39.75169357,10.55176408,40.29313254,35.31189403,19.7443381,27.51360514,48.20047792,35.0492012,48.18051323,33.53647788,South West
33.59512711,59.44560911,38.60940492,28.52560117,31.37045234,32.63869893,21.74669883,45.2440753,25.07895457,21.78176616,24.1097672,42.93959717,36.64496353,41.79494193,34.65048616,South West
45.72835453,51.0392986,44.0887621,25.14614413,32.16340083,34.09718,15.93555628,45.07085068,28.9084787,20.16658159,30.84249449,44.29708779,35.91556673,46.13010335,34.39648319,South West
24.21648488,63.00961235,34.55040227,31.33932797,31.9119735,32.32371036,24.77046853,44.26644581,23.78371983,25.46170338,20.65973746,43.12435976,35.36467937,39.36819688,33.74112636,South East
31.4387744,71.43022556,31.84849857,31.10608118,28.14244756,34.44394145,26.7904029,41.42749359,24.44846839,32.72341472,16.95676241,41.55975276,35.19293753,34.6431266,32.3494794,West Midlands
42.55522747,70.41731849,35.00392252,33.27801581,27.86494478,35.03409571,23.27258464,42.48989198,26.27783477,31.13054244,17.17557843,41.12218763,36.24070912,36.11731338,33.37457003,West Midlands
-49.05339023,22.93742067,14.69296357,26.37154423,32.45198519,23.12247007,49.21841357,40.06545517,8.931185944,14.16683859,47.5975976,53.34895334,31.80601039,44.34372578,31.05890965,London
34.86943164,45.11085395,37.2946816,26.31483291,33.30531386,33.75286821,22.66851444,45.74368994,24.29970239,32.28145147,22.02158931,49.0336273,31.35972142,36.62448599,35.09553127,Scotland
37.51347832,44.64516678,36.04247713,29.15571444,31.32162759,37.46977184,19.71664389,43.52591736,27.79413311,30.91375612,24.83700453,51.36760157,30.86226671,39.19934812,34.74923772,Scotland
4.932963738,26.86819626,43.75833753,41.92333916,27.51311772,43.08244153,16.51202087,43.37888714,32.14656271,17.90190131,38.2658874,57.94799976,27.94373744,50.6595915,31.58331604,Scotland
-14.19361985,38.00555298,21.29864586,33.58076221,38.33092229,28.36104062,37.96333626,41.39967273,16.93267247,32.7877409,16.51365096,48.18121693,29.63734568,32.5586359,32.30251144,Scotland
10.9128255,38.41167038,29.66217585,33.17716775,33.75962318,31.5386953,30.61183144,42.55470016,21.47487844,25.26608309,26.43740447,53.18351209,29.79344665,40.43000405,32.92139384,Scotland
-11.89783304,40.74563339,21.79960261,25.18686725,42.4496168,21.6813322,44.15507617,39.69391617,13.215536,26.26541143,25.30691561,51.55335889,30.35998476,35.85485855,33.0092724,Scotland
-3.404883886,39.39283743,28.02820861,41.55615951,29.68230167,36.9968605,22.99564219,44.5339956,26.41160208,24.32327484,24.69530144,52.66787363,30.88854533,44.10290052,31.75343236,Scotland
-10.28469678,43.33673396,31.50192757,33.21706748,30.84891558,34.31853348,25.19210092,44.64608848,24.1929139,20.45680115,29.30127537,47.14807947,32.72476821,45.89966169,30.42406441,North East
-11.23829838,60.30487199,29.7647363,37.25439504,31.4089969,34.26835574,27.90847983,42.47931748,23.54188211,27.31540342,20.18581907,41.82406224,34.0975795,40.0672182,30.96949328,North East
2.40018463,55.04620043,33.20773064,36.80807099,31.45253434,34.98237511,24.39042178,42.65710466,25.82715449,25.89966854,23.53343505,42.61010215,33.68794711,41.69198979,31.00279567,North East
19.07578188,47.42822884,46.35820156,21.58548233,37.84003679,29.01765184,19.51607768,44.89723726,25.85163961,25.2625198,25.00244432,47.62075659,31.78251578,38.21500584,35.66450883,Wales
-24.2669732,29.15028059,21.32654938,24.17499336,33.48045526,28.11663499,40.00694742,43.67682217,13.36766178,11.64470324,48.35733987,52.88856882,32.66314406,43.39892519,33.67253111,London
-24.72043682,46.25609216,23.22351865,31.78906429,26.42415923,32.77053306,30.54678563,46.01921757,18.71196523,19.01249787,30.35729468,47.04459324,36.02962425,34.3902997,35.66003203,London
-38.09839638,41.82634912,24.89740082,29.52311265,23.52304902,33.38847708,34.72783381,42.49037636,16.84853498,19.4326296,30.84834893,47.23274744,34.79415399,32.15092419,34.01202558,London
-19.02958101,65.96337483,28.8553766,34.97075375,30.83746847,32.45640784,32.43145843,42.15618329,20.17298256,33.51774807,15.2710159,39.65615146,32.10743153,31.90752086,30.07235328,North East
-60.73076078,46.26928129,14.72972679,23.46932122,22.97811298,29.742007,48.22969419,40.1247582,9.735051838,20.46808286,29.78844904,48.65725231,34.47631505,24.54954465,37.79477928,London
-1.473276887,36.9324131,28.46483349,44.31394224,31.870941,36.83156004,25.18769287,43.14633135,25.25678228,25.23887574,22.52898683,52.98625556,29.38383909,42.00635622,32.6332274,Scotland
-2.985661306,35.39559572,28.95699802,35.93986715,30.62347046,36.82554481,23.47978091,43.91329682,25.95268617,25.11808013,26.98393124,54.5774542,29.36811176,41.71075632,33.17795129,Scotland
41.90336272,57.54446064,34.98907622,28.7006884,35.93305577,27.08685436,27.83296921,45.92728472,20.9200709,23.42962356,24.42658104,42.88361472,35.50705649,39.33385548,34.75411188,South East
42.61586203,54.34589934,30.58616945,40.58362792,26.90788106,38.16224209,13.97148864,41.64182898,33.98026848,18.47761336,25.99661639,48.82858052,35.42592254,50.31075992,31.08292322,South East
34.81716411,52.16666864,38.21991001,35.90551181,25.80146232,40.72834646,12.9696288,38.19178853,35.88301462,21.69742645,30.00899242,48.64830147,33.15661019,47.9640045,31.00674916,North West
-12.96455087,27.63678537,22.12981699,28.45389251,42.44957862,20.96239799,50.08338707,38.3069089,9.81966156,19.77038358,35.24479568,55.07060872,29.37448853,39.75006115,33.84180917,Scotland
-3.567336209,21.79552346,22.107135,30.21192344,44.08594266,21.01635257,43.77612378,43.7614578,10.79416294,14.45407468,49.508858,58.47357863,28.38495804,50.11366136,30.15875926,Scotland
-31.33596075,22.15338737,33.15204287,33.11185532,33.66108506,30.81044876,33.280643,45.38780978,17.89685198,14.6773209,46.91193607,60.40448343,26.89594356,51.90890824,30.19959812,Scotland
10.30097255,27.86164648,25.52915767,31.63282937,39.587473,26.92440605,41.20086393,41.10367171,14.80345572,17.69496926,38.62882418,56.87049055,29.14365754,44.05615551,33.21814255,Scotland
8.844186089,28.76601964,35.62031724,37.02608565,32.93908337,35.05650638,27.89986719,45.55090586,21.86583807,19.28466478,36.20347192,57.34764628,28.64595526,47.36011226,31.75382765,Scotland
-39.69906547,45.5096172,21.17043319,27.9935431,27.67551679,30.08721631,40.70013974,40.5869031,14.25577025,27.26416669,22.32817603,45.02092648,35.46792315,27.89717149,35.49848215,London
-17.97891109,58.34197808,33.87986926,38.29502224,29.31736591,36.07672936,19.36719713,42.98880137,29.52633553,22.86495583,23.66428271,47.27946337,33.11702507,44.02293308,31.58120345,North West
29.80334908,56.79310101,37.81317954,38.80826321,27.05162144,39.3731682,17.12205729,42.43878226,32.36740096,22.85972718,27.63897717,47.8373468,34.06341909,48.44473858,31.19740947,Yorkshire and The Humber
-7.31763144,51.81526511,24.70460372,33.934344,30.52613978,30.77137443,31.28135102,45.35726229,18.15015048,23.52916672,27.81010039,46.63376375,34.61602736,38.70527254,33.58878609,London
-14.41065483,49.21544262,25.19947304,34.40878924,27.98091024,32.1891079,29.39275683,45.17909075,19.41289056,24.27568878,25.91530349,46.70800462,35.31968987,36.54147299,34.49578683,London
-9.412809882,37.88481586,32.81123131,32.86623536,27.80324262,34.45873386,26.75554624,44.13420991,21.66112261,17.21656722,38.20137392,49.06526696,34.15473427,44.60043479,32.65669609,London
44.10957269,61.01128584,33.7400317,37.36761339,30.27093658,35.28464693,17.05869035,44.11461347,28.44456743,23.50924405,26.25722899,49.54987169,33.50195617,44.7158562,33.3123695,East of England
36.32066744,47.78075706,38.4780615,40.03958102,25.75421152,41.33079114,13.24757446,42.48443307,33.5038857,15.76398745,36.44430662,52.21551484,33.7476127,53.49712796,31.28590047,South East
21.72737329,63.22379118,32.19710823,38.62677688,29.70765367,33.44305464,24.11918172,44.27864336,25.30417185,26.85110481,18.86240012,43.68102073,35.41414141,41.63070246,31.67044596,East Midlands
-9.080804176,54.63087853,19.57999952,32.32417886,28.78492996,29.02280209,36.19740984,44.05199548,15.52656239,22.39888222,24.90062875,50.26282104,33.0745976,34.53470771,36.22864557,London
44.85130937,41.56633024,34.52656153,39.18884896,26.64164244,41.72941796,12.04138152,42.03153968,34.1717974,13.88581093,42.84131335,55.92075105,31.24575976,56.8881463,28.86635692,South East
-18.5133115,44.82789363,28.71298405,29.30979499,33.76309795,27.61731207,28.32574032,46.92938497,19.6833713,18.52643596,27.87751265,49.84150644,33.28364686,43.40091116,32.94077449,South West
14.604811,42.10588228,25.39055148,39.80383546,31.42815317,36.51002781,24.73597256,42.66056005,26.09741305,26.43936163,21.23296896,50.87604975,31.13120095,40.66754502,31.8610536,Scotland
45.5650655,55.52010727,37.78238138,42.10072013,25.19729703,40.39163461,13.56170465,40.33737792,35.15833087,17.36382111,29.47498348,48.97952904,35.13086643,52.2195916,31.34309954,South East
43.60836608,58.67045504,34.10893707,37.22104707,25.32786885,38.71232152,15.99418297,39.4923321,32.68640931,22.89593489,25.31727167,47.73393388,34.9295289,46.27974617,32.1020624,South East
-16.43763987,55.93200537,20.55501038,30.30877017,23.8138707,33.76389238,28.85734499,44.10643785,20.09630526,21.09138243,25.83745195,46.11845201,36.39444662,30.98655834,37.77585066,London
9.272418152,36.31478353,37.02251271,29.18518519,31.59041394,34.88743646,21.11546841,44.31663036,26.64923747,19.21860033,33.9162869,54.49222142,30.30047391,46.46332607,33.55991285,Scotland
10.50379521,48.77303387,30.83773347,40.40770221,28.45246539,36.97690913,14.36677437,44.56090577,31.72038774,16.35698649,29.64653746,50.09659907,34.59109993,51.14928941,31.14771324,South West
19.62474369,31.10078691,28.34691252,26.27144082,29.58404803,32.58790738,32.28559177,44.01372213,18.71569468,13.3143534,46.51087883,53.24688246,31.8668745,45.32590051,33.10891938,London
36.16134226,61.64041021,35.6840592,29.80218267,32.77855393,31.10004252,22.94235559,43.83769665,25.1088299,24.41324663,22.22664829,42.34721423,36.18179404,39.31442224,34.4408674,South East
30.82855755,57.88889683,41.2320821,33.4262926,26.65513972,38.92018517,13.94110101,38.7779575,33.53784372,24.10314529,24.5942467,44.5425743,35.75266633,44.02922639,33.0470188,South West
35.60084871,56.72864297,40.05310019,33.78835014,34.58217121,33.35389401,18.56629479,45.18343703,28.17260245,20.77980716,29.99213493,45.38174183,33.59498987,46.30980476,32.44743617,North West
44.99275164,61.95582417,38.39199797,34.22891871,27.37655103,38.79463155,15.08989618,42.69182071,31.79285895,23.14975998,25.19254101,43.91456514,35.93911839,45.19118764,33.09698658,East Midlands
-59.30315418,47.96281365,28.05080972,31.86153882,34.0598561,28.60156085,35.14495301,41.73990485,18.74428742,30.18681785,21.9923075,46.50808111,30.17083431,35.11682955,30.48817643,North West
-18.87534408,56.22325502,19.51676344,28.2075295,36.509646,26.44221764,44.2264469,39.93491291,13.42245739,30.47051386,20.73641161,42.63856263,33.07409053,36.09758382,30.82037835,North East
1.359277721,56.29742908,35.8859157,38.0380281,30.36538748,33.47564911,23.23636003,45.85215708,25.2345728,23.88985921,24.31988991,44.98179028,35.26525672,44.27344487,32.23204091,East Midlands
32.89742809,63.58208955,31.28829715,39.19862824,26.87293542,36.01129687,22.40209799,42.6935976,26.53503795,22.05116538,19.09601092,45.89800668,36.05079429,42.37587311,33.4392415,South East
-23.88230894,28.75060852,11.51794374,22.1122476,49.61643594,14.67022308,58.72057138,33.84622167,6.344237722,24.70799865,34.56296611,51.76589193,28.07894189,35.07186315,32.34062252,Scotland
-18.40293116,43.83731411,17.60493827,28.58271605,38.17530864,23.21234568,50.07901235,35.1037037,12.28888889,42.24684208,12.74077804,44.89485366,28.00164756,25.22469136,30.00740741,Scotland
-20.93061811,21.62047426,17.54183008,26.33672865,44.12968031,16.79128693,49.89419034,38.5429305,10.06743602,19.55671654,40.57785166,55.40370763,27.57133285,43.95192009,29.63516831,Scotland
-28.90198968,40.6576167,13.96257895,23.27493743,43.68251698,17.5545227,58.14801573,32.77082588,7.822667143,42.47873599,16.70421901,43.94320591,28.85596478,26.46406864,29.77475867,Scotland
-13.33081666,31.49285296,18.80164314,29.34746683,44.11681383,21.0680391,46.72789084,39.63123849,11.74984655,30.09355802,29.22701911,50.2200694,27.91504623,35.71226215,29.92823079,Scotland
-15.99182177,28.19188863,22.76950127,34.9846746,42.06762183,24.61805308,41.75160976,41.60429586,13.79523368,26.96823581,31.44818568,51.97377407,28.42963165,40.28322285,29.54594055,Scotland
-23.11992835,40.86436703,17.59700477,31.59396764,39.07420014,23.91736922,49.30879196,36.11823847,12.16421427,37.5984223,16.23471235,47.59523214,28.5654747,28.7715348,31.71178719,Scotland
-6.15462379,47.61388839,25.99161235,34.45252893,31.5244303,32.88616038,28.19968673,43.60315295,22.06558537,31.90599948,15.82993001,47.66276661,31.34747803,34.51063615,33.13627406,Scotland
19.1150212,58.90014719,27.91318577,37.57643614,29.5237275,33.55223495,23.51864611,43.34252002,26.24666265,22.24515755,21.83901633,46.33724455,35.49520311,42.80208423,32.86108001,South West
35.79297518,38.81886524,34.42095919,42.47019025,26.05023872,44.7590029,12.65804563,41.59689067,34.69686428,20.9564527,28.24650339,56.68201842,31.51281538,50.54101389,32.2401094,Scotland
48.04243287,61.81519262,32.25199585,35.72513929,29.33600251,34.4685367,21.35742023,46.69689588,25.25264707,21.18879869,23.02930515,45.35724258,36.13791249,44.62506934,33.56407226,South East
-4.129760353,49.30873269,41.59339513,35.85586123,30.09448303,36.09132366,16.09191976,42.59187506,31.03633275,20.27625953,31.66178566,50.25507909,28.81943998,45.01803225,31.49235492,Wales
46.43144117,60.99591413,32.07900486,35.04614562,28.02175755,36.99005751,18.11048197,43.39694146,30.07713228,22.05561903,24.80005654,46.61321378,35.21472158,47.43412546,32.18823844,East Midlands
32.7607233,65.37720795,30.68932255,33.86263016,27.53085504,34.6615221,22.87106428,41.70314857,26.12846578,24.3836767,19.96442863,46.49823044,34.97050727,39.45240039,34.3177265,South East
22.1567383,71.44662955,26.50730343,33.91432715,32.65306122,28.26323423,36.66476743,42.67585207,16.99989641,31.20380596,14.50174157,43.44253935,35.24812166,35.14710453,33.52843676,Yorkshire and The Humber
40.6400994,71.50494733,35.70427054,28.6342356,29.87475938,31.1770717,27.19884028,44.76342118,21.21248129,32.80834629,14.21477655,40.30140732,36.01262374,32.87863305,34.56831198,East of England
-34.75903614,35.6656796,11.35726304,20.93058372,34.59812762,23.40480607,49.75408775,40.42883645,8.283359938,17.83581585,40.02411159,52.27740881,31.92722946,38.29975409,33.72017775,London
37.17242673,41.20234401,33.18343367,33.47839752,28.1134402,37.01796378,16.25686033,40.81864558,31.79081744,13.62140342,40.63944221,54.12269161,33.04684468,54.29510892,30.16851624,South East
-58.36381542,20.48078926,10.17900605,16.87799325,33.742247,21.51016723,62.7993248,32.18772081,4.337756144,20.00301705,42.13908583,53.80127464,29.94704614,32.88647248,35.21433619,London
-62.42767134,22.78226185,6.72224193,13.76177526,36.34858697,15.95522447,66.46564976,29.08438769,3.781876946,19.1014523,41.469021,50.37214338,31.59497268,30.03232037,36.20866343,London
28.51340182,66.58986796,33.7656297,34.2198145,29.36058442,34.96949301,24.17302799,43.27888588,25.15527101,30.55245417,18.95218848,43.03530732,35.20310585,38.44428028,32.08295713,West Midlands
-5.529725774,58.82165334,29.33781952,33.72587504,33.48053647,31.05285294,31.84494603,43.67026497,19.91448199,27.0727729,19.7565872,44.78957022,35.14797006,38.58825179,32.69077994,Yorkshire and The Humber
40.8385062,55.23170958,42.41980928,40.00596012,25.81274382,41.65312094,13.06350238,41.62873862,35.00216732,18.93223597,30.8335815,48.28680848,34.39374598,51.77178153,31.84601214,Yorkshire and The Humber
-41.06876177,57.6668684,28.52901484,35.68887253,30.9851552,32.09912894,27.62851184,43.32474543,23.2928475,27.23338808,17.39005761,46.33191221,31.70798463,37.15126978,31.24769967,North West
-34.34360928,31.31363377,13.88596877,16.86194308,38.41243143,19.57797359,59.20411323,34.3412527,5.627018865,13.62889653,47.45875452,54.38106837,30.29280422,37.53129838,35.46321604,London
47.73530187,49.27436942,36.14160475,35.67884413,26.48533306,40.88747204,11.83381752,37.4707561,35.87423195,17.03460621,34.11720452,50.53525325,34.72639113,53.49512816,30.96125665,South East
49.80597267,46.17891358,35.34491866,41.52757236,22.57289246,46.12824847,7.857067399,34.18286499,42.52852314,13.2709208,38.85180066,55.3205882,32.85391668,59.4469681,28.3250581,South East
46.27448318,54.75487561,31.93305681,36.91280023,25.33519823,40.77602006,14.30982927,38.62978682,34.68457606,18.8945526,28.32770374,49.30782485,35.28310855,51.48548278,31.76666345,South East
-24.72423107,23.72531934,19.59685299,18.5735589,38.34524605,23.07639567,53.21129223,37.07341321,7.927529525,11.50561216,54.0127141,54.90541507,30.52719846,42.44699268,33.87154831,London
30.14358241,52.36640286,40.2456211,38.36571371,26.66096235,38.74572176,15.77410912,42.19599356,32.21260318,20.91832401,27.73658856,47.47670422,35.5645626,48.5630159,32.36863298,East Midlands
32.43760668,67.73231788,23.28566284,35.49822522,30.16101651,32.8129019,23.05416945,42.77226195,26.37224137,25.68439644,18.40907547,45.51392641,35.77031998,38.82915788,35.39791142,East of England
42.99840174,47.17935509,36.21281335,35.00147724,30.5674871,35.64009909,19.204109,44.4580805,29.11979273,16.88053737,34.71566834,50.42335248,33.64912073,51.96927343,31.15383741,Yorkshire and The Humber
16.50805197,47.47858454,32.93544527,34.6105635,20.86205914,39.7498718,21.50304826,42.49045638,26.9756709,19.70290604,32.72840901,46.28906815,36.14267403,39.07754544,34.64759843,London
-18.13780727,45.05624317,26.78229955,33.18430337,23.38064586,38.53591532,27.47178755,45.92636484,20.87855854,14.66515076,38.4825651,48.27149234,36.16377862,41.31810714,34.89994344,London
-8.760386968,69.56832972,27.42741257,32.40836919,33.12064104,31.10501063,35.28713459,40.98778256,18.94939902,30.65958937,17.59848036,43.26509323,32.72590951,35.49240738,31.70846317,North East
38.83917403,58.99558448,41.55738565,34.6910407,28.33350818,37.55770038,16.11676458,42.0032522,30.39236257,23.02515898,24.25071722,45.80344412,35.58846112,44.80958875,33.4688418,East of England
7.449239046,55.93723936,30.46927306,28.03668161,37.36736391,26.76459251,30.38811905,43.56753028,20.04301163,25.47771418,21.82162333,40.28004149,36.48318269,36.86826675,34.07251111,South East
47.41617529,62.61790804,34.31342365,32.36863711,28.7330665,32.75862069,21.93914204,42.80326355,26.95248358,26.07802053,22.15297148,44.1414966,35.51782313,40.40178571,33.82081281,South East
-21.05059781,58.24500129,21.4236074,33.08831391,22.14262803,34.35261413,27.02074201,43.57692719,21.70961189,22.3478562,22.99141523,47.41448975,35.81669436,31.04886133,36.85181225,London
36.33242224,52.20859153,39.73253563,37.35409701,29.81406534,35.78215731,19.07443252,42.65059534,30.22757933,21.1117782,27.90837297,46.58532581,33.61120584,46.15813244,31.8962989,North West
28.40397106,55.48656199,25.38532601,34.86410269,29.02465114,34.76199737,18.53454563,41.86317888,30.24748383,20.70808957,26.12593302,48.4437447,34.85426507,45.7577673,32.50838722,East of England
-2.687498577,68.12554559,30.87623084,34.11691387,28.22884208,35.50292908,25.84569363,42.57758943,24.74136857,32.96248789,18.41574828,42.02242875,33.03172249,35.54780007,31.42216129,Yorkshire and The Humber
7.680435769,41.57417525,23.80432846,28.09939437,25.830513,34.49189526,30.59093338,42.74136088,20.73833274,17.32533852,35.16091823,50.56177053,33.7441945,37.43097613,35.11088351,London
